City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
190,Walvis Bay,-22.9575,14.5053,56.08,71,0,15.26,NA,2021-05-31 21:53:23
191,Luderitz,-26.6481,15.1594,58.14,72,0,22.95,NA,2021-05-31 21:53:23
192,Coquimbo,-29.9533,-71.3436,64.13,63,0,6.89,CL,2021-05-31 21:48:44
193,Dossor,47.5272,52.9811,74.01,60,79,8.48,KZ,2021-05-31 21:53:25
194,Geraldton,-28.7667,114.6,48.61,93,0,10.58,AU,2021-05-31 21:53:25
195,Svetlyy,54.675,20.1347,50.05,63,99,1.21,RU,2021-05-31 21:53:25
196,Lata,40.1629,-8.3327,65.05,95,16,1.95,PT,2021-05-31 21:53:26
197,Sinjai,-5.1241,120.253,73.85,90,47,4.36,ID,2021-05-31 21:53:26
198,Cidreira,-30.1811,-50.2056,54.84,61,26,7.36,BR,2021-05-31 21:53:26
199,Yantzaza,-3.8278,-78.7594,72.46,97,98,1.57,EC,2021-05-31 21:53:27
200,Oktyabrskoye,43.0645,44.7417,62.74,82,90,3.2,RU,2021-05-31 21:53:27
201,Praia,14.9215,-23.5087,73.94,73,40,10.36,CV,2021-05-31 21:53:27
202,Thompson,55.7435,-97.8558,59.16,67,75,6.91,CA,2021-05-31 21:53:16
203,Bathsheba,13.2167,-59.5167,84.81,54,75,17.56,BB,2021-05-31 21:53:14
204,Carupano,10.6678,-63.2585,78.58,88,41,13.51,VE,2021-05-31 21:53:28
205,Tonstad,58.6626,6.7169,50.61,50,86,3.83,NO,2021-05-31 21:53:28
206,Buraydah,26.326,43.975,95.45,14,3,9.89,SA,2021-05-31 21:49:48
207,Ponta Do Sol,32.6667,-17.1,66.7,81,63,3.69,PT,2021-05-31 21:53:29
208,Adrar,20.5022,-10.0711,90.25,30,69,6.98,MR,2021-05-31 21:53:30
209,Macamic,48.7502,-78.9996,70.03,59,96,4.09,CA,2021-05-31 21:53:30
210,Semey,50.4111,80.2275,53.82,66,0,0.0,KZ,2021-05-31 21:53:31
211,Barcelos,41.5388,-8.6151,63.84,96,12,3.27,PT,2021-05-31 21:53:31
212,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.69,86,17,8.28,BR,2021-05-31 21:53:31
213,Beringovskiy,63.05,179.3167,36.09,78,36,10.92,RU,2021-05-31 21:53:33
214,Ketchikan,55.3422,-131.6461,57.18,97,100,8.48,US,2021-05-31 21:53:33
215,Wanning,18.8003,110.3967,81.88,92,100,8.68,CN,2021-05-31 21:53:33
216,Llata,-9.4167,-76.7833,55.85,81,100,5.55,PE,2021-05-31 21:53:33
217,Port Hardy,50.6996,-127.4199,60.98,82,75,6.91,CA,2021-05-31 21:53:34
218,Richards Bay,-28.783,32.0377,66.67,69,100,13.71,ZA,2021-05-31 21:53:34
219,Caucaia,-3.7361,-38.6531,82.35,76,0,5.99,BR,2021-05-31 21:49:23
220,Sangar,63.9242,127.4739,52.86,58,49,5.03,RU,2021-05-31 21:53:35
221,Avarua,-21.2078,-159.775,78.85,57,20,10.36,CK,2021-05-31 21:53:35
222,Faanui,-16.4833,-151.75,78.35,67,26,13.56,PF,2021-05-31 21:53:35
223,Pleasanton,37.6624,-121.8747,104.34,27,60,1.01,US,2021-05-31 21:53:36
224,Linjiang,41.8069,126.9078,55.51,99,100,4.0,CN,2021-05-31 21:53:36
225,Kieta,-6.2167,155.6333,81.91,82,100,7.14,PG,2021-05-31 21:53:36
226,Sawakin,19.1059,37.3321,86.95,55,0,4.43,SD,2021-05-31 21:53:37
227,Qurbus,36.8167,10.5687,66.54,77,31,4.83,TN,2021-05-31 21:53:37
228,Vung Tau,10.346,107.0843,82.31,81,76,8.57,VN,2021-05-31 21:53:37
229,Lamar,33.6668,-95.5836,75.24,77,75,8.08,US,2021-05-31 21:53:38
230,Chuy,-33.6971,-53.4616,55.27,70,24,9.66,UY,2021-05-31 21:53:11
231,Corinto,37.9407,22.9573,70.75,69,27,9.95,GR,2021-05-31 21:53:38
232,Kloulklubed,7.0419,134.2556,84.72,77,100,15.88,PW,2021-05-31 21:53:39
233,Gat,31.61,34.7642,75.81,100,0,1.77,IL,2021-05-31 21:52:05
234,Areka,7.0667,37.7,61.7,85,83,4.32,ET,2021-05-31 21:53:39
235,Sorland,67.667,12.6934,48.33,82,100,4.85,NO,2021-05-31 21:53:40
236,Talnakh,69.4865,88.3972,31.71,95,99,5.5,RU,2021-05-31 21:53:40
237,Pisco,-13.7,-76.2167,66.25,82,90,4.61,PE,2021-05-31 21:53:40
238,Palauig,15.435,119.9045,82.33,78,100,2.51,PH,2021-05-31 21:53:41
239,Arkhara,49.4212,130.0842,56.21,67,31,11.95,RU,2021-05-31 21:53:41
240,Hami,42.8,93.45,68.32,16,21,12.88,CN,2021-05-31 21:53:41
241,Doha,25.2867,51.5333,98.58,29,0,10.36,QA,2021-05-31 21:53:42
242,Kamenka,51.3223,42.7678,51.48,82,100,9.66,RU,2021-05-31 21:53:42
243,Arman,59.7,150.1667,36.9,99,100,2.68,RU,2021-05-31 21:53:42
244,Maceio,-9.6658,-35.7353,74.64,94,75,6.31,BR,2021-05-31 21:53:43
245,Ribeira Grande,38.5167,-28.7,61.16,74,68,19.04,PT,2021-05-31 21:53:43
246,Tomatlan,19.9333,-105.25,91.02,38,100,8.95,MX,2021-05-31 21:53:44
247,Myitkyina,25.3833,97.4,73.38,99,96,1.7,MM,2021-05-31 21:53:44
248,Alofi,-19.0595,-169.9187,78.69,89,75,8.05,NU,2021-05-31 21:53:44
249,Jalu,29.0331,21.5482,79.18,32,0,16.4,LY,2021-05-31 21:53:45
250,Lebu,-37.6167,-73.65,57.22,98,100,10.25,CL,2021-05-31 21:53:45
251,Saint-Georges,12.0564,-61.7485,82.08,78,40,23.02,GD,2021-05-31 21:53:46
252,Aykhal,66.0,111.5,54.43,49,100,13.09,RU,2021-05-31 21:53:46
253,Makakilo City,21.3469,-158.0858,85.75,52,75,3.42,US,2021-05-31 21:53:46
254,Alta,69.9689,23.2717,47.44,81,90,3.44,NO,2021-05-31 21:53:47
255,Zhanaozen,43.3,52.8,70.59,54,0,7.61,KZ,2021-05-31 21:53:47
256,Aklavik,68.2191,-135.0107,43.52,75,90,11.5,CA,2021-05-31 21:53:48
257,Bowen,-20.0167,148.2333,61.02,83,67,9.26,AU,2021-05-31 21:52:18
258,Phan Thiet,10.9333,108.1,78.96,86,51,6.55,VN,2021-05-31 21:53:48
259,Kupang,-10.1667,123.5833,75.78,78,40,4.61,ID,2021-05-31 21:53:48
260,Tigil,57.8,158.6667,50.54,50,100,4.97,RU,2021-05-31 21:53:49
261,Waipawa,-41.4122,175.5153,48.83,76,99,16.2,NZ,2021-05-31 21:53:49
262,Avera,33.194,-82.5271,81.91,36,78,5.1,US,2021-05-31 21:53:50
263,Matagami,49.7502,-77.6328,69.91,28,90,8.75,CA,2021-05-31 21:53:50
264,Saldanha,-33.0117,17.9442,53.65,80,29,3.65,ZA,2021-05-31 21:53:50
265,Cartagena,10.3997,-75.5144,87.42,74,40,18.41,CO,2021-05-31 21:50:05
266,Viedma,-40.8135,-62.9967,54.52,80,100,14.14,AR,2021-05-31 21:53:51
267,Inhambane,-23.865,35.3833,70.03,77,57,7.83,MZ,2021-05-31 21:53:51
268,Bilma,18.6853,12.9164,92.71,9,100,6.69,NE,2021-05-31 21:53:52
269,Leshukonskoye,64.8989,45.7622,44.51,81,62,6.15,RU,2021-05-31 21:53:52
270,Wajima,37.4,136.9,60.62,80,20,12.01,JP,2021-05-31 21:53:52
271,Chateaubelair,13.2833,-61.25,83.01,74,40,15.41,VC,2021-05-31 21:53:53
272,Chengdu,30.6667,104.0667,75.09,83,20,7.09,CN,2021-05-31 21:53:53
273,Oyama,36.3,139.8,67.82,71,34,0.85,JP,2021-05-31 21:53:53
274,Igarka,67.4667,86.5833,33.6,79,100,3.0,RU,2021-05-31 21:53:54
275,Puerto Colombia,10.9878,-74.9547,86.09,81,17,21.07,CO,2021-05-31 21:53:54
276,Bethel,41.3712,-73.414,69.3,65,53,1.99,US,2021-05-31 21:53:54
277,Arrecife,28.963,-13.5477,68.07,68,20,10.36,ES,2021-05-31 21:53:55
278,Neiafu,-18.65,-173.9833,74.08,94,75,4.61,TO,2021-05-31 21:53:55
279,Cuamba,-14.8031,36.5372,69.87,66,100,1.9,MZ,2021-05-31 21:53:55
280,Mnogovershinnyy,53.9353,139.9242,52.2,63,25,5.21,RU,2021-05-31 21:53:56
281,Boende,-0.2167,20.8667,76.44,79,100,1.28,CD,2021-05-31 21:53:56
282,Karasburg,-28.0167,18.75,44.46,80,0,7.07,NA,2021-05-31 21:53:57
283,Byron Bay,-28.65,153.6167,61.05,85,80,6.73,AU,2021-05-31 21:53:57
284,Baykit,61.67,96.37,48.0,75,74,3.44,RU,2021-05-31 21:53:57
285,Nuuk,64.1835,-51.7216,34.88,100,98,11.01,GL,2021-05-31 21:53:58
286,Rzhev,56.2624,34.3282,43.84,67,96,0.6,RU,2021-05-31 21:53:59
287,Nueve De Julio,-35.4444,-60.8831,59.72,66,100,6.58,AR,2021-05-31 21:53:32
288,Pochutla,15.7432,-96.4661,87.62,57,74,7.67,MX,2021-05-31 21:53:59
289,Donskoye,45.4552,41.9741,64.53,76,58,7.36,RU,2021-05-31 21:54:00
290,Sao Filipe,14.8961,-24.4956,72.91,80,49,7.65,CV,2021-05-31 21:54:00
291,Morant Bay,17.8815,-76.4093,83.82,74,100,10.38,JM,2021-05-31 21:54:01
292,Mugur-Aksy,50.35,90.5,39.47,58,0,2.15,RU,2021-05-31 21:54:01
293,Yenotayevka,47.2456,47.0281,70.9,62,54,6.67,RU,2021-05-31 21:54:01
294,San Lorenzo,-25.3333,-57.5333,68.94,49,0,5.01,PY,2021-05-31 21:54:02
295,Ardakan,32.31,54.0175,86.38,10,0,6.29,IR,2021-05-31 21:54:02
296,Kaoma,-14.7833,24.8,53.82,44,0,4.25,ZM,2021-05-31 21:54:02
297,Sinnamary,5.3833,-52.95,77.25,91,100,10.49,GF,2021-05-31 21:54:03
298,Portland,45.5234,-122.6762,89.51,31,62,3.0,US,2021-05-31 21:54:03
299,Ducheng,23.2373,111.5317,77.41,98,100,2.26,CN,2021-05-31 21:54:04
300,Ziro,27.6333,93.8333,56.53,99,100,1.34,IN,2021-05-31 21:54:04
301,Tiznit,29.5833,-9.5,63.77,76,4,1.97,MA,2021-05-31 21:54:04
302,Yar-Sale,66.8333,70.8333,39.34,72,22,12.21,RU,2021-05-31 21:54:05
303,Volsk,52.0333,47.3833,51.62,91,15,6.67,RU,2021-05-31 21:54:05
304,Rurrenabaque,-14.4413,-67.5278,73.29,88,90,0.0,BO,2021-05-31 21:54:05
305,Fairbanks,64.8378,-147.7164,69.49,38,90,6.91,US,2021-05-31 21:54:06
306,Kirakira,-10.4544,161.9205,79.56,87,97,10.2,SB,2021-05-31 21:54:06
307,Honiara,-9.4333,159.95,81.5,81,90,3.89,SB,2021-05-31 21:54:06
308,Humberto De Campos,-2.5983,-43.4611,76.55,90,53,4.59,BR,2021-05-31 21:54:07
309,Hervey Bay,-25.2986,152.8535,65.03,75,52,10.76,AU,2021-05-31 21:54:07
310,Clyde River,70.4692,-68.5914,25.03,100,90,3.44,CA,2021-05-31 21:54:08
311,Ilulissat,69.2167,-51.1,33.4,85,98,2.01,GL,2021-05-31 21:54:08
312,Moba,33.2288,105.0179,53.87,86,100,1.23,CN,2021-05-31 21:54:08
313,Wote,-1.7808,37.6288,61.92,93,99,2.59,KE,2021-05-31 21:54:09
314,Dongsheng,39.8161,109.9776,53.24,33,1,8.16,CN,2021-05-31 21:54:09
315,Iqaluit,63.7506,-68.5145,31.73,93,90,3.0,CA,2021-05-31 21:52:59
316,Acapulco,16.8634,-99.8901,88.38,60,62,8.1,MX,2021-05-31 21:53:42
317,Mandiana,10.6333,-8.6833,78.03,66,48,5.26,GN,2021-05-31 21:54:10
318,Yumen,40.2833,97.2,60.91,15,8,5.66,CN,2021-05-31 21:54:10
319,Masakin,35.7292,10.5808,75.4,70,0,4.76,TN,2021-05-31 21:54:10
320,Lakes Entrance,-37.8811,147.981,46.15,58,84,5.73,AU,2021-05-31 21:54:11
321,Asfi,32.2994,-9.2372,63.95,83,3,7.34,MA,2021-05-31 21:54:11
322,Kaihua,23.3687,104.28,65.39,90,85,3.13,CN,2021-05-31 21:54:11
323,Sendafa,9.15,39.0333,57.24,46,26,4.61,ET,2021-05-31 21:54:12
324,Okhotsk,59.3833,143.3,37.87,91,100,7.94,RU,2021-05-31 21:54:12
325,Birobidzhan,48.8,132.95,55.98,67,27,3.47,RU,2021-05-31 21:54:12
326,Margate,51.3813,1.3862,58.1,66,0,3.0,GB,2021-05-31 21:54:13
327,Stutterheim,-32.5708,27.424,45.27,91,94,6.11,ZA,2021-05-31 21:54:13
328,Ponta Delgada,37.7333,-25.6667,61.52,88,75,21.85,PT,2021-05-31 21:54:13
329,Otradnoye,59.7775,30.8181,48.56,92,100,3.98,RU,2021-05-31 21:54:14
330,Nsanje,-16.92,35.262,65.8,84,60,3.27,MW,2021-05-31 21:54:14
331,Wenling,28.3669,121.36,74.88,94,81,3.18,CN,2021-05-31 21:54:14
332,Saint-Pierre,-21.3393,55.4781,73.04,71,75,6.91,RE,2021-05-31 21:54:15
333,Awjilah,29.1081,21.2869,78.22,35,0,15.7,LY,2021-05-31 21:54:15
334,Ust-Maya,60.4167,134.5333,53.91,83,92,1.66,RU,2021-05-31 21:54:15
335,Vicuna,-30.0319,-70.7081,74.77,17,0,2.35,CL,2021-05-31 21:54:16
336,Nome,64.5011,-165.4064,63.1,42,48,6.53,US,2021-05-31 21:54:16
337,Tricase,39.9304,18.3553,58.32,66,0,11.07,IT,2021-05-31 21:54:16
338,Mecca,21.4267,39.8261,94.3,29,0,4.09,SA,2021-05-31 21:52:11
339,Sarankhola,22.3082,89.7897,81.88,89,100,8.61,BD,2021-05-31 21:54:17
340,Kaitangata,-46.2817,169.8464,46.92,82,79,6.82,NZ,2021-05-31 21:54:18
341,Fernley,39.608,-119.2518,90.68,13,6,4.07,US,2021-05-31 21:54:18
342,Aksarka,66.5606,67.7975,40.32,83,45,14.65,RU,2021-05-31 21:54:18
343,Okato,-39.2,173.8833,52.43,74,29,11.74,NZ,2021-05-31 21:54:19
344,Banda Aceh,5.5577,95.3222,79.79,78,99,11.07,ID,2021-05-31 21:54:19
345,Makubetsu,45.3714,141.8211,45.99,77,4,6.17,JP,2021-05-31 21:54:19
346,Tokur,53.1333,132.9,51.4,73,10,2.19,RU,2021-05-31 21:54:20
347,Hearst,49.6835,-83.6665,66.45,51,99,4.94,CA,2021-05-31 21:54:20
348,Eyl,7.9803,49.8164,79.72,79,100,21.36,SO,2021-05-31 21:54:20
349,Banjar,-8.19,114.9675,75.06,83,58,3.65,ID,2021-05-31 21:54:21
350,Vila,42.0304,-8.1588,57.74,85,43,2.86,PT,2021-05-31 21:54:21
351,Moindou,-21.6924,165.677,62.55,57,75,11.27,NC,2021-05-31 21:54:21
352,Rocha,-34.4833,-54.3333,54.61,73,59,9.19,UY,2021-05-31 21:54:22
353,Sabang,5.8933,95.3214,83.12,72,97,16.53,ID,2021-05-31 21:54:22
354,Ixtapa,20.7,-105.2,93.18,36,87,9.24,MX,2021-05-31 21:54:22
355,Oruro,-17.9833,-67.15,47.26,18,100,6.76,BO,2021-05-31 21:54:23
356,Gallup,35.5281,-108.7426,71.44,21,40,12.66,US,2021-05-31 21:54:23
357,Rugeley,52.7593,-1.9369,62.51,76,42,7.78,GB,2021-05-31 21:54:23
358,Roald,62.5833,6.1333,57.9,93,0,9.22,NO,2021-05-31 21:54:24
359,Faya,18.3851,42.4509,75.31,17,5,7.87,SA,2021-05-31 21:54:24
360,Kawalu,-7.3817,108.2082,72.12,99,80,1.39,ID,2021-05-31 21:54:25
361,Murwillumbah,-28.3167,153.4,61.12,72,54,2.3,AU,2021-05-31 21:54:25
362,Nove Hrady,48.7896,14.7784,48.79,81,26,0.65,CZ,2021-05-31 21:54:25
363,Goroka,-6.0834,145.3873,62.85,91,99,1.79,PG,2021-05-31 21:54:26
364,Esil,51.9556,66.4042,60.76,86,20,12.28,KZ,2021-05-31 21:54:26
365,Souillac,-20.5167,57.5167,73.78,78,40,8.21,MU,2021-05-31 21:54:26
366,Sorochinsk,52.4338,53.1583,59.22,88,100,12.1,RU,2021-05-31 21:54:27
367,Piacabucu,-10.4056,-36.4344,76.5,84,11,5.99,BR,2021-05-31 21:54:27
368,Spornoye,50.8448,37.2913,48.22,83,100,9.71,RU,2021-05-31 21:54:27
369,Alexandria,31.2156,29.9553,71.56,83,0,6.91,EG,2021-05-31 21:54:28
370,Linfen,36.0889,111.5189,71.73,55,100,1.59,CN,2021-05-31 21:53:37
371,Twentynine Palms,34.1356,-116.0542,100.13,9,10,3.0,US,2021-05-31 21:54:28
372,Zlobin,45.2924,14.6541,54.7,48,20,4.85,HR,2021-05-31 21:54:29
373,Tual,-5.6667,132.75,81.55,78,11,16.84,ID,2021-05-31 21:54:29
374,Provideniya,64.3833,-173.3,44.71,61,0,8.95,RU,2021-05-31 21:54:29
375,Cherskiy,68.75,161.3,61.54,26,100,11.12,RU,2021-05-31 21:54:30
376,Carlagan,14.975,122.0456,82.65,78,96,4.85,PH,2021-05-31 21:54:30
377,Moron,-34.6534,-58.6198,64.29,70,100,5.01,AR,2021-05-31 21:52:21
378,Itarema,-2.9248,-39.9167,79.41,81,38,12.35,BR,2021-05-31 21:53:53
379,Constitucion,-35.3333,-72.4167,57.97,94,84,5.5,CL,2021-05-31 21:54:31
380,Solok,-0.7918,100.6593,69.73,94,75,2.08,ID,2021-05-31 21:54:31
381,Grindavik,63.8424,-22.4338,48.15,81,75,22.08,IS,2021-05-31 21:54:32
382,Khorramshahr,30.4397,48.1664,93.16,26,0,11.5,IR,2021-05-31 21:54:32
